0.000126,0.999874
0.168409,0.831591
0.002355,0.997645
0.002727,0.997273
0.004890,0.995110
0.000903,0.999097
0.000495,0.999505
0.001019,0.998981
0.010031,0.989969
0.005298,0.994702
0.002373,0.997627
0.055752,0.944248
0.001818,0.998182
0.000758,0.999242
0.000283,0.999717
0.000451,0.999549
0.000636,0.999364
1.000000,0.000000
0.000297,0.999703
0.068093,0.931907
0.000266,0.999734
0.000844,0.999156
0.000171,0.999829
0.000847,0.999153
0.000179,0.999821
0.000167,0.999833
0.000148,0.999852
0.023578,0.976422
0.000521,0.999479
0.001894,0.998106
0.001031,0.998969
0.000550,0.999450
0.998505,0.001495
0.000436,0.999564
0.004057,0.995943
0.013054,0.986946
0.819617,0.180383
0.003366,0.996634
0.002011,0.997989
0.103028,0.896972
0.023808,0.976192
0.000174,0.999826
0.999628,0.000372
0.117449,0.882551
0.050470,0.949530
0.000349,0.999651
0.041731,0.958269
0.000533,0.999468
0.000952,0.999048
0.002636,0.997364
0.000398,0.999602
0.006278,0.993722
0.000328,0.999672
0.007696,0.992304
1.000000,0.000000
0.090049,0.909951
0.001673,0.998327
0.129598,0.870402
0.001643,0.998357
0.000963,0.999037
0.000244,0.999756
0.074643,0.925357
0.000901,0.999099
0.001536,0.998464
0.002320,0.997680
0.999981,0.000019
0.015227,0.984773
0.007271,0.992729
0.002449,0.997551
