0.000507,0.999493
0.037839,0.962161
0.000075,0.999925
0.000316,0.999684
0.000430,0.999570
0.028418,0.971582
1.000000,0.000000
0.000455,0.999545
0.000176,0.999824
0.034135,0.965865
0.000144,0.999856
0.659043,0.340957
0.001227,0.998773
0.000686,0.999314
0.021522,0.978478
0.078545,0.921455
0.000555,0.999445
0.000777,0.999223
0.000251,0.999749
0.000300,0.999700
0.000100,0.999900
0.000283,0.999717
0.000067,0.999933
0.000112,0.999889
0.000794,0.999206
0.436142,0.563858
0.000069,0.999931
0.000234,0.999766
0.000651,0.999348
0.999993,0.000007
0.000958,0.999042
0.000052,0.999948
0.011444,0.988556
0.001119,0.998881
0.000540,0.999461
0.001973,0.998027
0.011104,0.988896
0.000051,0.999949
0.000452,0.999548
0.000779,0.999221
0.000293,0.999707
0.000064,0.999936
0.000359,0.999641
0.001411,0.998589
0.003608,0.996392
0.000092,0.999908
0.000571,0.999429
0.000039,0.999961
0.018271,0.981729
0.000325,0.999675
0.000576,0.999424
0.000039,0.999961
0.025783,0.974217
0.023881,0.976119
0.024993,0.975007
0.000909,0.999091
0.642100,0.357900
0.001321,0.998679
0.000281,0.999719
0.000519,0.999481
