0.968206,3.853215,3.658509,3.546547,3.459846,3.495406,3.610493,3.697542,3.631254,3.686031,3.498173,3.519185,3.611916,3.678357,4.078486,0.000000,3.496086,1.361678,1.945341,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.968337,3.853806,3.658699,3.545874,3.458871,3.494701,3.610640,3.698068,3.629992,3.684810,3.497498,3.518822,3.611213,3.677913,4.078942,0.000000,3.495086,1.360399,1.945508,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.966648,3.846018,3.655958,3.553011,3.470644,3.502990,3.608217,3.690948,3.644815,3.699270,3.505841,3.522364,3.619425,3.682708,4.072205,0.000000,3.506726,1.375702,1.943441,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.968028,3.852301,3.658323,3.547512,3.461657,3.496701,3.610289,3.696662,3.633358,3.688145,3.499611,3.519718,3.613228,3.679125,4.077571,0.000000,3.497821,1.363818,1.945247,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.967762,3.851171,3.657711,3.548178,3.462636,3.497337,3.609771,3.695664,3.634787,3.689466,3.500108,3.519923,3.613799,3.679415,4.076683,0.000000,3.498827,1.365403,1.944754,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.967663,3.850684,3.657572,3.548623,3.463465,3.497919,3.609631,3.695196,3.635778,3.690454,3.500741,3.520149,3.614388,3.679747,4.076209,0.000000,3.499626,1.366422,1.944664,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.967746,3.851055,3.657801,3.548566,3.463279,3.497829,3.609848,3.695546,3.635505,3.690201,3.500659,3.520202,3.614314,3.679765,4.076557,0.000000,3.499452,1.366051,1.944813,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.968068,3.852604,3.658206,3.546886,3.460457,3.495811,3.610224,3.696993,3.632068,3.686809,3.498564,3.519301,3.612314,3.678541,4.077955,0.000000,3.496703,1.362593,1.945136,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.968111,3.852680,3.658517,3.547351,3.461319,3.496480,3.610482,3.697005,3.632924,3.687736,3.499389,3.519686,3.613022,3.679047,4.077930,0.000000,3.497495,1.363287,1.945359,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.966747,3.846493,3.656090,3.552461,3.469786,3.502366,3.608333,3.691377,3.643742,3.698216,3.505222,3.522060,3.618805,3.682319,4.072608,0.000000,3.505865,1.374622,1.943543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.966450,3.845125,3.655555,3.553636,3.471680,3.503692,3.607868,3.690127,3.646173,3.700574,3.506515,3.522612,3.620101,3.683064,4.071446,0.000000,3.507751,1.377176,1.943148,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.968303,3.853664,3.658694,3.546050,3.459214,3.494947,3.610631,3.697931,3.630395,3.685212,3.497776,3.518931,3.611476,3.678070,4.078792,0.000000,3.495422,1.360776,1.945491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.967470,3.849826,3.657371,3.549739,3.465185,3.499183,3.609493,3.694438,3.637929,3.692542,3.502011,3.520800,3.615652,3.680564,4.075521,0.000000,3.501338,1.368496,1.944481,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.966452,3.845111,3.655578,3.553621,3.471757,3.503740,3.607865,3.690098,3.646216,3.700640,3.506607,3.522599,3.620154,3.683080,4.071378,0.000000,3.507798,1.377223,1.943178,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.966503,3.845378,3.655631,3.553373,3.471251,3.503385,3.607936,3.690365,3.645640,3.700048,3.506205,3.522474,3.619796,3.682881,4.071674,0.000000,3.507324,1.376634,1.943203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.966674,3.846168,3.655856,3.552478,3.469844,3.502365,3.608119,3.691082,3.643877,3.698324,3.505189,3.521984,3.618783,3.682250,4.072334,0.000000,3.505928,1.374871,1.943384,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.964652,3.836938,3.652286,3.560562,3.482773,3.511478,3.605007,3.682662,3.660468,3.714432,3.514063,3.525851,3.627760,3.687413,4.064499,0.000000,3.518842,1.392325,1.940798,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.968224,3.853170,3.658784,3.547009,3.460872,3.496193,3.610689,3.697438,3.632253,3.687114,3.499181,3.519562,3.612759,3.678898,4.078275,0.000000,3.497024,1.362567,1.945593,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.968192,3.853050,3.658583,3.546761,3.460492,3.495871,3.610507,3.697338,3.631868,3.686702,3.498804,3.519331,3.612414,3.678627,4.078189,0.000000,3.496656,1.362295,1.945460,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.967600,3.850415,3.657419,3.548898,3.463721,3.498108,3.609529,3.694978,3.636190,3.690829,3.500849,3.520282,3.614562,3.679871,4.076079,0.000000,3.499930,1.366881,1.944536,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.968137,3.852820,3.658460,3.546834,3.460679,3.495982,3.610387,3.697120,3.632110,3.686927,3.498905,3.519323,3.612507,3.678653,4.077956,0.000000,3.496823,1.362573,1.945372,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.967952,3.851995,3.658175,3.547684,3.461979,3.496911,3.610161,3.696391,3.633794,3.688558,3.499804,3.519770,3.613428,3.679221,4.077296,0.000000,3.498138,1.364266,1.945117,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.966435,3.845074,3.655509,3.553652,3.471666,3.503678,3.607835,3.690090,3.646189,3.700577,3.506479,3.522609,3.620082,3.683053,4.071429,0.000000,3.507749,1.377208,1.943109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.968656,3.855230,3.659407,3.544920,3.457394,3.493709,3.611261,3.699332,3.627977,3.682903,3.496632,3.518464,3.610300,3.677414,4.080104,0.000000,3.493604,1.358193,1.946056,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
