1.003419,3.790709,3.719578,3.718647,3.627020,3.585554,3.499328,3.578513,3.577139,3.535784,3.564486,3.712723,3.710701,3.569054,4.042265,2.772873,3.378901,1.109848,1.115766,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.002501,3.791524,3.719047,3.717906,3.626557,3.584689,3.498897,3.578827,3.576371,3.534961,3.565299,3.712243,3.710098,3.569856,4.041920,2.771806,3.378762,1.109918,1.116013,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.001777,3.791983,3.718455,3.717188,3.626042,3.583894,3.498479,3.578883,3.575755,3.534217,3.565820,3.711725,3.709426,3.570222,4.041526,2.770898,3.378555,1.109949,1.116163,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.996053,3.798119,3.715914,3.713401,3.624015,3.579216,3.496561,3.581724,3.571606,3.529709,3.571838,3.709352,3.706558,3.576404,4.040186,2.764891,3.378375,1.110655,1.117913,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.001883,3.792032,3.718673,3.717397,3.626230,3.584117,3.498591,3.579009,3.575862,3.534388,3.565813,3.711890,3.709685,3.570377,4.041661,2.771115,3.378645,1.109959,1.116158,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.001988,3.792111,3.718852,3.717654,3.626471,3.584309,3.498802,3.579075,3.576002,3.534677,3.565866,3.712072,3.709925,3.570481,4.041843,2.771298,3.378793,1.110003,1.116160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.002681,3.791571,3.719278,3.718165,3.626766,3.584975,3.499109,3.578951,3.576705,3.535190,3.565350,3.712455,3.710304,3.569836,4.042173,2.772131,3.378946,1.109964,1.116046,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.002435,3.791721,3.719042,3.717888,3.626549,3.584662,3.498944,3.578953,3.576480,3.534906,3.565524,3.712265,3.710022,3.569926,4.042013,2.771759,3.378859,1.109976,1.116089,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.995582,3.798594,3.715668,3.713036,3.623779,3.578810,3.496358,3.581944,3.571301,3.529270,3.572323,3.709126,3.706237,3.576833,4.040065,2.764387,3.378344,1.110704,1.118068,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.001574,3.792230,3.718423,3.717095,3.626021,3.583771,3.498414,3.579027,3.575574,3.534081,3.566031,3.711672,3.709414,3.570547,4.041489,2.770722,3.378552,1.109967,1.116224,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
