0.000000,3.873996,3.775181,3.638368,3.666844,3.314471,3.329930,3.350339,3.227343,3.420495,3.342175,3.537812,3.498932,3.789812,3.471250,3.488576,2.470268,2.465784,0.000000,1.620243,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.874128,3.775324,3.638535,3.666999,3.314602,3.330033,3.350460,3.227453,3.420585,3.342293,3.537925,3.499076,3.789964,3.471377,3.488699,2.470286,2.465867,0.000000,1.620288,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.874357,3.775592,3.638743,3.667206,3.314822,3.330248,3.350693,3.227661,3.420793,3.342488,3.538146,3.499208,3.790162,3.471582,3.488903,2.470527,2.466011,0.000000,1.620386,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.874056,3.775276,3.638361,3.666859,3.314518,3.329986,3.350399,3.227443,3.420534,3.342225,3.537902,3.498894,3.789806,3.471279,3.488600,2.470440,2.465786,0.000000,1.620291,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.873448,3.774633,3.637855,3.666317,3.313985,3.329432,3.349852,3.226947,3.419994,3.341748,3.537321,3.498461,3.789281,3.470731,3.488047,2.469932,2.465437,0.000000,1.620024,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.873877,3.775074,3.638248,3.666718,3.314367,3.329804,3.350224,3.227269,3.420368,3.342085,3.537706,3.498805,3.789678,3.471121,3.488453,2.470207,2.465702,0.000000,1.620205,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.873578,3.774732,3.638024,3.666478,3.314107,3.329534,3.349934,3.227016,3.420091,3.341864,3.537396,3.498657,3.789440,3.470862,3.488203,2.469841,2.465527,0.000000,1.620056,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.873920,3.775142,3.638289,3.666761,3.314414,3.329859,3.350297,3.227332,3.420415,3.342133,3.537765,3.498810,3.789716,3.471163,3.488489,2.470299,2.465729,0.000000,1.620222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.873831,3.775025,3.638181,3.666677,3.314322,3.329776,3.350177,3.227246,3.420331,3.342055,3.537670,3.498770,3.789628,3.471078,3.488416,2.470188,2.465660,0.000000,1.620180,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.874210,3.775406,3.638618,3.667088,3.314682,3.330104,3.350526,3.227516,3.420656,3.342371,3.537993,3.499160,3.790045,3.471453,3.488790,2.470305,2.465922,0.000000,1.620317,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.873607,3.774771,3.637994,3.666478,3.314115,3.329583,3.349983,3.227042,3.420153,3.341869,3.537449,3.498623,3.789447,3.470886,3.488216,2.469984,2.465536,0.000000,1.620079,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.874022,3.775222,3.638361,3.666846,3.314490,3.329942,3.350359,3.227384,3.420503,3.342191,3.537849,3.498912,3.789805,3.471257,3.488575,2.470341,2.465773,0.000000,1.620271,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.873902,3.775077,3.638311,3.666786,3.314397,3.329846,3.350249,3.227270,3.420411,3.342118,3.537717,3.498890,3.789747,3.471172,3.488507,2.470125,2.465744,0.000000,1.620189,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.874224,3.775448,3.638539,3.667040,3.314670,3.330149,3.350567,3.227556,3.420708,3.342367,3.538054,3.499050,3.789999,3.471456,3.488772,2.470541,2.465916,0.000000,1.620342,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.874117,3.775330,3.638479,3.666951,3.314586,3.330026,3.350461,3.227458,3.420584,3.342276,3.537941,3.498997,3.789912,3.471352,3.488666,2.470399,2.465854,0.000000,1.620305,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
