0.369811,0.630189
0.000000,1.000000
0.000203,0.999797
0.849899,0.150101
0.001149,0.998851
0.104046,0.895954
0.000005,0.999995
0.000013,0.999987
0.000000,1.000000
0.000169,0.999831
0.024450,0.975550
0.000351,0.999649
0.035649,0.964351
0.000000,1.000000
0.001887,0.998113
0.000037,0.999963
0.013571,0.986429
0.000017,0.999983
0.000111,0.999889
0.000472,0.999528
0.000013,0.999987
0.000001,0.999999
0.000003,0.999997
0.000000,1.000000
0.000012,0.999988
0.000002,0.999998
0.000070,0.999930
1.000000,0.000000
0.000002,0.999998
0.000536,0.999464
0.000013,0.999987
0.142609,0.857392
0.000332,0.999668
0.000024,0.999976
0.554845,0.445155
0.000082,0.999918
0.000007,0.999993
0.000061,0.999939
0.000002,0.999998
0.000007,0.999993
0.000000,1.000000
1.000000,0.000000
0.009729,0.990271
0.000081,0.999919
0.000114,0.999886
0.498665,0.501335
0.000000,1.000000
0.968165,0.031835
1.000000,0.000000
0.000003,0.999997
0.000004,0.999996
0.004403,0.995597
0.000000,1.000000
0.000154,0.999846
0.000002,0.999998
0.019986,0.980014
0.000058,0.999942
0.000003,0.999997
0.000004,0.999996
0.999953,0.000047
0.417008,0.582992
0.000018,0.999982
0.309687,0.690313
0.181921,0.818079
0.000731,0.999269
0.000001,0.999999
0.000006,0.999994
0.066821,0.933179
0.000029,0.999972
0.000025,0.999975
0.030639,0.969361
0.000137,0.999863
0.000003,0.999997
0.981257,0.018743
0.000508,0.999492
0.000005,0.999995
0.000019,0.999981
0.000018,0.999982
0.000001,0.999999
0.000010,0.999990
0.013421,0.986579
0.000100,0.999900
0.694191,0.305809
0.000000,1.000000
0.000003,0.999997
0.000015,0.999985
0.000385,0.999615
0.010675,0.989325
0.000105,0.999895
0.000246,0.999754
0.000001,1.000000
0.000004,0.999996
0.825303,0.174697
0.001317,0.998683
0.000345,0.999655
0.776151,0.223849
0.009038,0.990962
0.004320,0.995680
0.000008,0.999992
0.000002,0.999998
0.000002,0.999998
0.000001,0.999999
0.000010,0.999990
0.000003,0.999997
0.000002,0.999998
0.000164,0.999836
0.000001,0.999999
0.002270,0.997730
0.000003,0.999997
0.000069,0.999931
0.000013,0.999987
0.002628,0.997373
0.002005,0.997995
0.999918,0.000082
0.000005,0.999995
0.001190,0.998810
0.000012,0.999988
0.000002,0.999998
0.000008,0.999992
0.000272,0.999728
0.001459,0.998541
0.050792,0.949208
0.000002,0.999998
0.000005,0.999995
0.994763,0.005237
0.620676,0.379324
0.000758,0.999242
0.015163,0.984837
0.000001,0.999999
0.000018,0.999982
0.001458,0.998542
0.000135,0.999865
0.000021,0.999979
0.000010,0.999990
1.000000,0.000000
0.002169,0.997831
0.000014,0.999986
0.000355,0.999645
0.014455,0.985545
0.000008,0.999992
1.000000,0.000000
0.000006,0.999994
0.000002,0.999998
0.000000,1.000000
0.020970,0.979030
0.060307,0.939693
0.000001,0.999999
0.000001,0.999999
0.008144,0.991856
0.921943,0.078057
0.000005,0.999995
0.010840,0.989160
0.000041,0.999959
0.000003,0.999997
0.131338,0.868662
0.000006,0.999994
0.001200,0.998800
0.000000,1.000000
0.000057,0.999943
0.155871,0.844129
0.000005,0.999995
0.002828,0.997172
0.000008,0.999992
0.000062,0.999938
0.000003,0.999997
0.000001,0.999999
0.000003,0.999997
1.000000,0.000000
0.000290,0.999710
0.003023,0.996976
0.000096,0.999904
0.000044,0.999956
